,num,product_page,product_description
723,723,https://ap0cene.com/collections/andagain/products/leather-bucket-hat,"
            The Leather Bucket Hat is created using deadstock leather, hand-placed grommets and jump rings. Made in our Los Angeles studio. This item is handmade.Color: Black Material: Leather and stainless steel Details: UnlinedDispatch Time: 3 weeksCare Instructions: Spot clean with leather cleaner Size: One size. Circumference: 25""

      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco

"
748,748,https://ap0cene.com/collections/andagain/products/neck-warmer,"
            The Neck Warmer is perfectly designed to keep you warm in the winter, without the heaviness of full outerwear. This accessory uses deadstock Polartec fabrics and features a 2-way zipper for the flexibility to wear it multiple ways. This item is handmade.Color: Black Material: Polartec Power Air and Polartec high loft insulation Details: Two way front zipper Dispatch Time: 3 weeksCare Instructions: Hand wash with mild soap and warm water      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco

"
757,757,https://ap0cene.com/collections/andagain/products/crossbody-pack,"
            This bag is made from our signature zero waste leather textile which combines our leather scraps and randomized topstitching for a one of a kind effect. This piece is lined with deadstock denim and can be worn as a crossbody bag, over one shoulder, or held by the stainless steel ring. This item is handmade.Color: Black Material: Leather and stainless steel Details: Adjustable strap using snaps Dispatch Time: 2-3 business daysCare Instructions: Spot clean only Size:  Length: 12"" Width: 9""

      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco

"
773,773,https://ap0cene.com/collections/andagain/products/leather-clutch,"
The Leather Clutch is created using deadstock black leather, is self-lined and features our signature stainless steel metal work. This piece is intended to be carried as a clutch and features 3 stainless steel snaps. Handmade in our Los Angeles studio. This item is handmade.Color: Black Material: Leather and stainless steel Details: This item is meant to be carried as a clutch and does not include a strap Dispatch Time: 2-3 business days
Care Instructions: spot clean with leather cleaner Size:  Length: 6.5"" Width: 12 


       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco
 
"
782,782,https://ap0cene.com/collections/andagain/products/modular-leather-tote,"
            The Modular Leather Tote is meant to be held by the stainless steel rings and can be used to transform this bag from a diamond shape to a square-shaped bag or even a belt. Handmade in our Los Angeles studio.This item is handmade.Color: Red Material: Leather, denim, and stainless steel Details: The stainless steel rings can be changed to have the bag be a square or diamond shape. Dispatch Time: 2-3 business daysCare Instructions: Spot clean with leather cleaner Size:  Length: 11"" Width: 10""       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco

"
798,798,https://ap0cene.com/collections/andagain/products/zero-waste-leather-tote,"
            This bag is created using our signature zero waste leather textile which combines our leather scraps and randomized topstitching for a one of a kind effect. It features a two way stainless steel zipper, 100% cotton deadstock denim lining, as well as an extendable strap. This bag lays flat against your body when empty but creates a dynamic diamond like shape when full.This item is handmade.Color: Black Material: 100% cotton denim, leatherDetails: Adjustable strap with stainless steel straps Dispatch Time: 2-3 business daysCare Instructions: Spot clean with leather cleaner Size:  Length: 15"" Width: 21""       In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco
"
807,807,https://ap0cene.com/collections/andagain/products/texture-envelope-bag,"
            This bag is created from deadstock, gray textured leather and is lined with deadstock black leather. This piece seamlessly fits a phone, wallet, and other small essentials. The strap is created from leather cording and features an adjustable toggle for many different kinds of wear. This item is handmade.Color: Grey Material: Leather Details: Adjustable leather cord Dispatch Time: 2-3 business daysCare Instructions: Spot clean with leather cleaner Size:  Length: 7.5"" Width: 4""

      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco

"
811,811,https://ap0cene.com/collections/andagain/products/triangle-crossbody,"
            Our triangle crossbody bag is created with deadstock black leather and our signature zero waste leather textile. It is fully lined with 100% cotton deadstock denim and features two straps, designed to be worn over opposite shoulders. Handmade in our Los Angeles studio. This item is handmade.Color: Black Material: Leather and 100% cotton denim Details: Stainless steel closure Dispatch Time: 2-3 business daysCare Instructions: Spot clean with leather cleaner Size:  Length: 12"" Width: 12"" 

      In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund.  @andagainco

"
820,820,https://ap0cene.com/collections/antispacetravel/products/pebble-wrap-viii,"
ANTISPACETRAVEL materializes wearable artifacts from a post-digital world. This item is handmade.Color: Grey. Material: Clay, found stone, suede, & copper wire.Details: Adjustable wrap
Size: ﻿Cord Length: 19.5"" Pendant: 21.5"".
Dispatch Time: 2-3 business daysCare Instructions: Avoid getting wet. Do not submerge in water. Clean with a damp cloth. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @antispacetravelshawty

"
829,829,https://ap0cene.com/collections/antispacetravel/products/pebble-wrap-vi,"
ANTISPACETRAVEL materializes wearable artifacts from a post-digital world. This item is handmade.Color: Brown.Material: Clay, found stone, suede, & copper wire.Details: Adjustable wrap.
Size: ﻿Cord Length: 13.5"" Pendant: 15.6"".
Dispatch Time: Within 1-2 days of order placement. Care Instructions: Avoid getting wet. Do not submerge in water. Clean with a damp cloth. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @antispacetravelshawty

"
838,838,https://ap0cene.com/collections/antispacetravel/products/pebble-wrap-v,"
ANTISPACETRAVEL materializes wearable artifacts from a post-digital world. This item is handmade.Color: Grey.Material: Clay, found stone, suede, & copper wire.
Size: ﻿Cord Length: 13.4"" Pendant: 15"".
Dispatch Time: Within 1-2 days of order placement. Care Instructions: Avoid getting wet. Do not submerge in water. Clean with a damp cloth. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @antispacetravelshawty

"
847,847,https://ap0cene.com/collections/antispacetravel/products/pebble-wrap-iv,"
ANTISPACETRAVEL materializes wearable artifacts from a post-digital world. This item is handmade.Color: Grey.Material: Clay, found stone, suede, & copper wire.Details: Adjustable wrap.
Size: ﻿Cord Length: 12.5"" Pendant: 14"".
Dispatch Time: Within 1-2 days of order placement. Care Instructions: Avoid getting wet. Do not submerge in water. Clean with a damp cloth. In making a purchase, you are directly supporting small artists by contributing to the ap0cene fund for creatives. A portion of all proceeds will be allocated to the fund. @antispacetravelshawty

"
